evoked?,context,question,source,context_id,question_id,highlight
True,"I stood behind one archer as her coach stood in between us to maybe assess who might need support, and watched her, and I didn't understand how even one was going to hit the ten ring. The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot.",Did the archer hit the tiny ring?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2285.0,1566244119.f665c120e6085b3c2c9c6d5f28246dda.135.18,looks as small as a matchstick tip
False,"I stood behind one archer as her coach stood in between us to maybe assess who might need support, and watched her, and I didn't understand how even one was going to hit the ten ring. The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot.",Why would they size him up? How is he at all relevant? ,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2285.0,1566048860.84c5c0859f751ef05b60791c68db6fb6.135.12,as small as a matchstick tip
False,"I stood behind one archer as her coach stood in between us to maybe assess who might need support, and watched her, and I didn't understand how even one was going to hit the ten ring. The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot.",For how many hours do you see her tenacity ,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2285.0,1566075165.0c102d3ae1111b77997f46899585aeec.138.3,going to hit the ten ring
False,"I stood behind one archer as her coach stood in between us to maybe assess who might need support, and watched her, and I didn't understand how even one was going to hit the ten ring. The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot.","What is ""she"" doing?",Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2285.0,1566058390.da6e317d5141deaef7bab88f3b59f445.138.3,I stood behind one archer
False,"I stood behind one archer as her coach stood in between us to maybe assess who might need support, and watched her, and I didn't understand how even one was going to hit the ten ring. The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot.","She must've put in a lot of effort, huh?",Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2285.0,1565679999.856ac81bb63499e2269eb879f31df1da.137.6,as small as a matchstick tip
False,"I stood behind one archer as her coach stood in between us to maybe assess who might need support, and watched her, and I didn't understand how even one was going to hit the ten ring. The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot.",How did they size you up?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2285.0,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.12,50 pounds of draw weight on each shot
False,"I stood behind one archer as her coach stood in between us to maybe assess who might need support, and watched her, and I didn't understand how even one was going to hit the ten ring. The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot.",And did this give you a better idea of why they are successful?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2285.0,1566063202.ff6fb2ea5ea9997c79529a17bb1ca804.135.12,50 pounds of draw weight on each shot
False,"I stood behind one archer as her coach stood in between us to maybe assess who might need support, and watched her, and I didn't understand how even one was going to hit the ten ring. The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot.",What does star-fished mean?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2285.0,1565649240.c7a2ccbbc4f5dbc9358b1288e0d71082.137.6,small as a matchstick tip
False,"I stood behind one archer as her coach stood in between us to maybe assess who might need support, and watched her, and I didn't understand how even one was going to hit the ten ring. The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot.",Is she competing or practicing? ,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2285.0,1566132430.89baf23a3badba317f47c09326fa62e9.138.3,maybe assess who might need support
False,"I stood behind one archer as her coach stood in between us to maybe assess who might need support, and watched her, and I didn't understand how even one was going to hit the ten ring. The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot.",What activity was she doing?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2285.0,1566100529.e891a04d3973c23977b5175c6952f4e2.138.3,looks as small as a matchstick tip
False,"I stood behind one archer as her coach stood in between us to maybe assess who might need support, and watched her, and I didn't understand how even one was going to hit the ten ring. The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot.",Did she need support mentally or physically?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2285.0,1566126244.fe7dd7a44dcc3167a267a82c94b344f6.136.12,small as a matchstick tip
True,"The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",Did she miss more than once?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2408.0,1566050885.9cf182ef169491ec3aae3f6fb9523efe.136.18,didn't even hit the target
True,"The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",What did she do after she missed the target?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2408.0,1566072350.a8fa3d5e8d3ba8950e4a8937d771f0fb.136.18,didn't even hit the target
True,"The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",What was she throwing?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2408.0,1566100529.e891a04d3973c23977b5175c6952f4e2.138.0,She first hit a seven
True,"The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",How are points calculated?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2408.0,1566100935.0b726e6e90022f2e686ead741acc6a83.136.18,hit a seven
True,"The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",Why didn't her last arrow hit?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2408.0,1566126244.fe7dd7a44dcc3167a267a82c94b344f6.136.18,next arrow didn't even hit the target
True,"The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",What type of archery game are they playing? ,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2408.0,1566132430.89baf23a3badba317f47c09326fa62e9.138.0,holding 50 pounds of draw weight on each shot
True,"The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",How could she be so accurate and then miss the next?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2408.0,1566136958.f70ccbe903460e66b191baa50e9729cf.136.18,and then the next arrow didn't even hit the target
False,"The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",What happened next?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2408.0,1566100529.e891a04d3973c23977b5175c6952f4e2.138.6,hit a seven
False,"The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",What does star-fished mean?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2408.0,1565649240.c7a2ccbbc4f5dbc9358b1288e0d71082.137.6,hit a seven
False,"The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",Why is he looking up the sky?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2408.0,1566075165.0c102d3ae1111b77997f46899585aeec.138.6,hit a seven
False,"The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",Did she need support mentally or physically?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2408.0,1566126244.fe7dd7a44dcc3167a267a82c94b344f6.136.12,hit a seven
False,"The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",How will they hit the ten ring? ,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2408.0,1566048860.84c5c0859f751ef05b60791c68db6fb6.135.15,holding 50 pounds of draw weight on each shot
False,"The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",Did the archer hit the target?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2408.0,1566054935.0710454d9822db54281e760d6d461d31.135.15,didn't even hit the target
False,"The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",Why would an archer require support?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2408.0,1566100935.0b726e6e90022f2e686ead741acc6a83.136.12,next arrow didn't even hit the target
False,"The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",how did they practice?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2408.0,1565649432.3bed8e725870c869b39885bfce4a3fe6.137.6,holding 50 pounds of draw weight on each shot
False,"The ten ring from the standard 75-yard distance, it looks as small as a matchstick tip held out at arm's length. And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target.",What positions do they use?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2408.0,1566136958.f70ccbe903460e66b191baa50e9729cf.136.12,She first hit a seven
True,"And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again.",Did she hit any more tens?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2486.0,1565645239.cd396b089d082077d9612031afc8872c.137.3,she went after it again and again
True,"And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again.",How many times did she go after it?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2486.0,1565649240.c7a2ccbbc4f5dbc9358b1288e0d71082.137.3,she went after it again and again
True,"And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again.",how did she do overall?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2486.0,1565649432.3bed8e725870c869b39885bfce4a3fe6.137.3,she went after it again and again
True,"And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again.",How long did she keep at it?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2486.0,1565679999.856ac81bb63499e2269eb879f31df1da.137.3,she went after it again and again
True,"And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again.",Did she finally hit the target?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2486.0,1565695115.b0a15122145b99c3eabb7c32716f7f2f.137.3,she went after it again and again
False,"And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again.",Did the archer hit the ten ring?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2486.0,1566244119.f665c120e6085b3c2c9c6d5f28246dda.135.15,she went after it again and again
False,"And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again.",What is T.S.?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2486.0,1566132430.89baf23a3badba317f47c09326fa62e9.138.6,she went after it again and again
False,"And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again.",Did the coach give any instructions?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2486.0,1566051003.61df34935ef6b2724fe00f7ae8d3fc25.135.15,she went after it again and again
False,"And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again.",What/who is T.S.?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2486.0,1566058390.da6e317d5141deaef7bab88f3b59f445.138.6,she went after it again and again
False,"And this is while holding 50 pounds of draw weight on each shot. She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again.",What kind of books did they write?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2486.0,1565679999.856ac81bb63499e2269eb879f31df1da.137.9,she went after it again and again
True,"She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again. For three hours this went on.","What is ""she"" doing?",Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2516.0,1566058390.da6e317d5141deaef7bab88f3b59f445.138.3,she went after it again and again
True,"She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again. For three hours this went on.",For how many hours do you see her tenacity ,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2516.0,1566075165.0c102d3ae1111b77997f46899585aeec.138.3,For three hours this went on
True,"She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again. For three hours this went on.",What activity was she doing?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2516.0,1566100529.e891a04d3973c23977b5175c6952f4e2.138.3,she went after it again and again
True,"She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again. For three hours this went on.",Is she competing or practicing? ,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2516.0,1566132430.89baf23a3badba317f47c09326fa62e9.138.3,she went after it again and again
False,"She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again. For three hours this went on.",How does someone hit something so small?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2516.0,1566054935.0710454d9822db54281e760d6d461d31.135.18,she went after it again and again
False,"She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again. For three hours this went on.",Were the women able to hit their target?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2516.0,1566126244.fe7dd7a44dcc3167a267a82c94b344f6.136.15,she went after it again and again
False,"She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again. For three hours this went on.",That's impressive. It must take a lot of skill to hit that and i wonder how .long the girls have trained?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2516.0,1566136958.f70ccbe903460e66b191baa50e9729cf.136.15,For three hours this went on
False,"She first hit a seven, I remember, and then a nine, and then two tens, and then the next arrow didn't even hit the target. And I saw that gave her more tenacity, and she went after it again and again. For three hours this went on.",Did the archer hit the tiny ring?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-2516.0,1566244119.f665c120e6085b3c2c9c6d5f28246dda.135.18,For three hours this went on
True,"Success motivates us, but a near win can propel us in an ongoing quest. One of the most vivid examples of this comes when we look at the difference between Olympic silver medalists and bronze medalists after a competition. Thomas Gilovich and his team from Cornell studied this difference and found that the frustration silver medalists feel compared to bronze,",Why does this difference in frustration exist?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-6361.0,1566071889.bc563737084d213ef5915ea6f95afde2.143.12,the difference between Olympic silver medalists and bronze medalists
True,"Success motivates us, but a near win can propel us in an ongoing quest. One of the most vivid examples of this comes when we look at the difference between Olympic silver medalists and bronze medalists after a competition. Thomas Gilovich and his team from Cornell studied this difference and found that the frustration silver medalists feel compared to bronze,",Are silver medalists more frustrated than bronze?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-6361.0,1566077833.ae72b7b36653fb164a8f3e96edb049cb.143.12,the frustration silver medalists feel compared to bronze
True,"Success motivates us, but a near win can propel us in an ongoing quest. One of the most vivid examples of this comes when we look at the difference between Olympic silver medalists and bronze medalists after a competition. Thomas Gilovich and his team from Cornell studied this difference and found that the frustration silver medalists feel compared to bronze,",Was it just frustration that motivated them?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-6361.0,1566131791.b134f141c64514761da87c15c0914582.143.12,frustration silver medalists feel compared
True,"Success motivates us, but a near win can propel us in an ongoing quest. One of the most vivid examples of this comes when we look at the difference between Olympic silver medalists and bronze medalists after a competition. Thomas Gilovich and his team from Cornell studied this difference and found that the frustration silver medalists feel compared to bronze,",How frustrated?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-6361.0,1566156213.aaa2697d69e6afc29ca1fc790afdd041.143.12,found that the frustration silver medalists feel compared to bronze
False,"Success motivates us, but a near win can propel us in an ongoing quest. One of the most vivid examples of this comes when we look at the difference between Olympic silver medalists and bronze medalists after a competition. Thomas Gilovich and his team from Cornell studied this difference and found that the frustration silver medalists feel compared to bronze,",What did James Baldwin respond to that question?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-6361.0,1566131791.b134f141c64514761da87c15c0914582.143.6,the frustration silver medalists feel compared to bronze
False,"Success motivates us, but a near win can propel us in an ongoing quest. One of the most vivid examples of this comes when we look at the difference between Olympic silver medalists and bronze medalists after a competition. Thomas Gilovich and his team from Cornell studied this difference and found that the frustration silver medalists feel compared to bronze,",How does gaining more knowledge make you realize that you need more knowledge?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-6361.0,1566050732.b7e55f00e9077b025de2c811b69ae04a.144.6,the difference between Olympic silver medalists and bronze medalists
False,"Success motivates us, but a near win can propel us in an ongoing quest. One of the most vivid examples of this comes when we look at the difference between Olympic silver medalists and bronze medalists after a competition. Thomas Gilovich and his team from Cornell studied this difference and found that the frustration silver medalists feel compared to bronze,",What did Baldwin say increases with knowledge?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-6361.0,1566077833.ae72b7b36653fb164a8f3e96edb049cb.143.6,frustration silver medalists feel compared
False,"Success motivates us, but a near win can propel us in an ongoing quest. One of the most vivid examples of this comes when we look at the difference between Olympic silver medalists and bronze medalists after a competition. Thomas Gilovich and his team from Cornell studied this difference and found that the frustration silver medalists feel compared to bronze,",How does Dunning-Kruger effect work?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-6361.0,1566071889.bc563737084d213ef5915ea6f95afde2.143.6,frustration silver medalists feel compared
True,"Success motivates us, but a near win can propel us in an ongoing quest. One of the most vivid examples of this comes when we look at the difference between Olympic silver medalists and bronze medalists after a competition. Thomas Gilovich and his team from Cornell studied this difference and found that the frustration silver medalists feel compared to bronze, who are typically a bit more happy to have just not received fourth place and not medaled at all, gives silver medalists a focus on follow-up competition.",Is frustration for just missing a goal part of motivation to succeed?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-6516.0,1566050732.b7e55f00e9077b025de2c811b69ae04a.144.12,frustration silver medalists feel compared to bronze
True,"Success motivates us, but a near win can propel us in an ongoing quest. One of the most vivid examples of this comes when we look at the difference between Olympic silver medalists and bronze medalists after a competition. Thomas Gilovich and his team from Cornell studied this difference and found that the frustration silver medalists feel compared to bronze, who are typically a bit more happy to have just not received fourth place and not medaled at all, gives silver medalists a focus on follow-up competition.",So are third and fourth place people less motivated?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-6516.0,1566140045.2e2e634c5c7ea1a8fef9471cbe1468e9.144.12,the frustration silver medalists feel compared to bronze
True,"Success motivates us, but a near win can propel us in an ongoing quest. One of the most vivid examples of this comes when we look at the difference between Olympic silver medalists and bronze medalists after a competition. Thomas Gilovich and his team from Cornell studied this difference and found that the frustration silver medalists feel compared to bronze, who are typically a bit more happy to have just not received fourth place and not medaled at all, gives silver medalists a focus on follow-up competition.",Do more silver medalists go on to win gold than bronze medalists?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-6516.0,1566153796.3c567fbf11d110d78f374ad8cf32a954.144.12,silver medalists a focus on follow-up competition
True,"Success motivates us, but a near win can propel us in an ongoing quest. One of the most vivid examples of this comes when we look at the difference between Olympic silver medalists and bronze medalists after a competition. Thomas Gilovich and his team from Cornell studied this difference and found that the frustration silver medalists feel compared to bronze, who are typically a bit more happy to have just not received fourth place and not medaled at all, gives silver medalists a focus on follow-up competition.",how easy is it to get what you don't deserve,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-6516.0,1566166338.fa33da3b931931a8cb06e33e223a880e.144.12,focus on follow-up
False,"Success motivates us, but a near win can propel us in an ongoing quest. One of the most vivid examples of this comes when we look at the difference between Olympic silver medalists and bronze medalists after a competition. Thomas Gilovich and his team from Cornell studied this difference and found that the frustration silver medalists feel compared to bronze, who are typically a bit more happy to have just not received fourth place and not medaled at all, gives silver medalists a focus on follow-up competition.",How does gaining more knowledge make you realize that you need more knowledge?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-6516.0,1566050732.b7e55f00e9077b025de2c811b69ae04a.144.6,the frustration silver medalists feel compared to bronze
False,"Success motivates us, but a near win can propel us in an ongoing quest. One of the most vivid examples of this comes when we look at the difference between Olympic silver medalists and bronze medalists after a competition. Thomas Gilovich and his team from Cornell studied this difference and found that the frustration silver medalists feel compared to bronze, who are typically a bit more happy to have just not received fourth place and not medaled at all, gives silver medalists a focus on follow-up competition.",Was the near win technique banned in Britain?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-6516.0,1566055660.dd555275f18b0a1e3be08584519a8ef5.145.0,silver medalists a focus on follow-up competition
False,"Success motivates us, but a near win can propel us in an ongoing quest. One of the most vivid examples of this comes when we look at the difference between Olympic silver medalists and bronze medalists after a competition. Thomas Gilovich and his team from Cornell studied this difference and found that the frustration silver medalists feel compared to bronze, who are typically a bit more happy to have just not received fourth place and not medaled at all, gives silver medalists a focus on follow-up competition.",Why does it make people view it this way?,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt-6516.0,1566075845.d7ad6f772a478b8f20136b49827e3f66.146.0,frustration silver medalists feel compared to bronze
